step;virtual;physical
4808;1722;1059
4809;1722;1059
4810;1722;1059
4811;1722;1059
4812;1722;1059
4813;1722;1059
4814;1722;1059
4815;1722;1059
4816;1722;1059
4817;1722;1059
4818;1722;1059
4819;1722;1059
4820;1722;1059
4821;1722;1059
4822;1722;1059
4823;1722;1059
4824;1722;1059
4825;1722;1059
4826;1722;1059
4827;1722;1059
4828;1722;1059
4829;1722;1059
4830;1722;1059
4831;1722;1059
4832;1723;1059
4833;1723;1059
4834;1723;1060
4835;1723;1060
4836;1723;1060
4837;1723;1060
4838;1723;1060
4839;1723;1060
4840;1724;1060
4841;1724;1060
4842;1724;1060
4843;1724;1060
4844;1724;1060
4845;1724;1060
4846;1724;1060
4847;1724;1060
4848;1724;1060
4849;1724;1060
4850;1724;1060
4851;1724;1060
4852;1724;1060
4853;1724;1060
4854;1724;1060
4855;1724;1060
4856;1724;1060
4857;1724;1060
4858;1724;1060
4859;1724;1060
4860;1724;1060
4861;1724;1060
4862;1724;1060
4863;1724;1060
4864;1724;1060
4865;1724;1060
4866;1724;1060
4867;1724;1060
4868;1724;1060
4869;1724;1060
4870;1724;1060
4871;1724;1060
4872;1723;1060
4873;1723;1060
4874;1723;1060
4875;1723;1060
4876;1723;1060
4877;1723;1060
4878;1723;1060
4879;1723;1060
4880;1723;1060
4881;1723;1060
4882;1723;1060
4883;1723;1060
4884;1723;1060
4885;1723;1060
4886;1723;1060
4887;1723;1060
4888;1723;1060
4889;1723;1060
4890;1723;1060
4891;1723;1060
4892;1723;1060
4893;1723;1060
4894;1723;1060
4895;1723;1060
4896;1724;1061
4897;1724;1061
4898;1724;1061
4899;1724;1061
4900;1724;1061
4901;1724;1061
4902;1724;1061
4903;1724;1061
4904;1724;1061
4905;1724;1061
4906;1724;1061
4907;1724;1061
4908;1724;1061
4909;1724;1061
4910;1724;1061
4911;1723;1061
4912;1723;1061
4913;1723;1061
4914;1723;1061
4915;1723;1061
4916;1723;1061
4917;1723;1061
4918;1723;1061
4919;1723;1061
4920;1723;1061
4921;1723;1061
4922;1723;1061
4923;1723;1061
4924;1723;1061
4925;1723;1061
4926;1723;1061
4927;1723;1061
4928;1723;1061
4929;1723;1061
4930;1724;1061
4931;1723;1061
4932;1723;1061
4933;1724;1061
4934;1724;1061
4935;1724;1061
4936;1724;1061
4937;1724;1061
4938;1724;1061
4939;1724;1061
4940;1723;1061
4941;1723;1061
4942;1723;1061
4943;1723;1061
4944;1723;1061
4945;1723;1061
4946;1723;1061
4947;1723;1061
4948;1723;1061
4949;1723;1061
4950;1723;1061
4951;1723;1061
4952;1723;1061
4953;1723;1061
4954;1723;1061
4955;1723;1061
4956;1723;1061
4957;1723;1061
4958;1723;1061
4959;1723;1061
4960;1723;1061
4961;1723;1061
4962;1723;1061
4963;1723;1061
4964;1723;1061
4965;1723;1061
4966;1723;1061
4967;1723;1061
4968;1723;1061
4969;1723;1061
4970;1723;1061
4971;1723;1061
4972;1723;1061
4973;1723;1061
4974;1723;1061
4975;1723;1061
4976;1723;1061
4977;1723;1061
4978;1723;1061
4979;1723;1061
4980;1723;1061
4981;1723;1061
4982;1723;1061
4983;1723;1061
4984;1723;1061
4985;1723;1061
4986;1723;1061
4987;1723;1061
4988;1723;1061
4989;1723;1061
4990;1723;1061
4991;1723;1061
4992;1723;1061
4993;1723;1061
4994;1723;1061
4995;1724;1061
4996;1724;1061
4997;1724;1061
4998;1724;1061
4999;1724;1061
5000;1724;1061
5001;1724;1061
5002;1724;1061
5003;1724;1061
5004;1724;1061
5005;1724;1061
5006;1724;1061
5007;1724;1061
5008;1724;1061
5009;1724;1061
5010;1724;1061
5011;1724;1061
5012;1724;1061
5013;1724;1061
5014;1724;1061
5015;1724;1061
5016;1724;1061
5017;1724;1061
5018;1724;1061
5019;1724;1061
5020;1724;1061
5021;1724;1061
5022;1724;1061
5023;1724;1061
5024;1724;1061
5025;1724;1061
5026;1724;1061
5027;1724;1061
5028;1724;1061
5029;1724;1061
5030;1724;1061
5031;1724;1061
5032;1724;1061
5033;1724;1061
5034;1724;1061
5035;1724;1061
5036;1724;1061
5037;1724;1061
5038;1724;1061
5039;1724;1061
5040;1724;1061
5041;1724;1061
5042;1724;1061
5043;1724;1061
5044;1724;1061
5045;1724;1061
5046;1724;1061
5047;1724;1061
5048;1724;1061
5049;1724;1061
5050;1724;1061
5051;1724;1061
5052;1724;1061
5053;1724;1061
5054;1724;1061
5055;1724;1061
5056;1724;1061
5057;1724;1061
5058;1724;1061
5059;1724;1061
5060;1724;1061
5061;1724;1061
5062;1724;1061
5063;1724;1061
5064;1724;1061
5065;1724;1061
5066;1724;1061
5067;1724;1061
5068;1724;1061
5069;1724;1061
5070;1724;1061
5071;1724;1061
5072;1724;1061
5073;1724;1061
5074;1724;1061
5075;1724;1061
5076;1724;1062
5077;1724;1062
5078;1724;1062
5079;1724;1062
5080;1724;1062
5081;1724;1062
5082;1724;1062
5083;1724;1062
5084;1724;1062
5085;1724;1062
5086;1724;1062
5087;1724;1062
5088;1724;1062
5089;1724;1062
5090;1724;1062
5091;1724;1062
5092;1724;1062
5093;1724;1063
5094;1724;1063
5095;1724;1063
5096;1724;1063
5097;1724;1063
5098;1724;1063
5099;1724;1063
5100;1724;1063
5101;1724;1063
5102;1724;1063
5103;1724;1063
5104;1724;1063
5105;1724;1063
5106;1724;1063
5107;1724;1063
5108;1724;1063
5109;1724;1063
5110;1724;1063
5111;1724;1063
5112;1724;1063
5113;1724;1063
5114;1724;1063
5115;1724;1063
5116;1724;1063
5117;1724;1063
5118;1724;1063
5119;1724;1063
5120;1724;1063
5121;1724;1063
5122;1724;1063
5123;1724;1063
5124;1724;1063
5125;1724;1063
5126;1724;1063
5127;1724;1063
5128;1724;1063
5129;1724;1063
5130;1724;1063
5131;1724;1063
5132;1724;1063
5133;1724;1063
5134;1724;1063
5135;1724;1063
5136;1724;1063
5137;1724;1063
5138;1724;1063
5139;1724;1063
5140;1724;1063
5141;1724;1063
5142;1724;1063
5143;1724;1063
5144;1724;1063
5145;1724;1063
5146;1724;1063
5147;1724;1063
5148;1724;1063
5149;1724;1063
5150;1724;1063
5151;1724;1063
5152;1724;1063
5153;1724;1063
5154;1724;1063
5155;1725;1063
5156;1725;1063
5157;1725;1064
5158;1725;1064
5159;1725;1064
5160;1725;1064
5161;1725;1064
5162;1725;1064
5163;1725;1064
5164;1725;1064
5165;1725;1064
5166;1725;1064
5167;1725;1064
5168;1725;1064
5169;1725;1064
5170;1725;1064
5171;1725;1064
5172;1725;1064
5173;1725;1064
5174;1725;1064
5175;1725;1064
5176;1725;1064
5177;1725;1064
5178;1725;1064
5179;1725;1064
5180;1725;1064
5181;1725;1064
5182;1725;1064
5183;1725;1064
5184;1725;1064
5185;1725;1064
5186;1725;1064
5187;1725;1064
5188;1725;1064
5189;1725;1064
5190;1725;1064
5191;1725;1064
5192;1725;1064
5193;1725;1064
5194;1725;1064
5195;1725;1064
5196;1725;1064
5197;1725;1064
5198;1725;1064
5199;1725;1064
5200;1725;1064
5201;1725;1064
5202;1725;1064
5203;1725;1064
5204;1725;1064
5205;1725;1064
5206;1725;1064
5207;1725;1064
5208;1725;1064
5209;1726;1064
5210;1726;1064
5211;1726;1064
5212;1726;1064
5213;1726;1064
5214;1726;1064
5215;1726;1064
5216;1726;1064
5217;1726;1064
5218;1726;1064
5219;1726;1064
5220;1726;1064
5221;1726;1064
5222;1726;1064
5223;1726;1064
5224;1726;1064
5225;1726;1064
5226;1726;1064
5227;1726;1064
5228;1726;1064
5229;1726;1064
5230;1726;1064
5231;1726;1064
5232;1726;1064
5233;1726;1064
5234;1726;1064
5235;1726;1064
5236;1726;1065
5237;1726;1064
5238;1726;1064
5239;1726;1064
5240;1726;1064
5241;1726;1064
5242;1726;1064
5243;1726;1064
5244;1726;1064
5245;1726;1064
5246;1726;1064
5247;1726;1064
5248;1726;1064
5249;1726;1064
5250;1726;1064
5251;1726;1064
5252;1726;1064
5253;1726;1064
5254;1726;1064
5255;1726;1064
5256;1726;1064
5257;1726;1064
5258;1726;1064
5259;1726;1064
5260;1726;1064
5261;1726;1064
5262;1726;1064
5263;1726;1064
5264;1726;1064
5265;1726;1065
5266;1726;1064
5267;1726;1064
5268;1726;1064
5269;1726;1064
5270;1726;1064
5271;1726;1064
5272;1726;1064
5273;1726;1064
5274;1726;1064
5275;1726;1064
5276;1726;1064
5277;1726;1064
5278;1726;1064
5279;1726;1064
5280;1726;1064
5281;1726;1064
5282;1726;1064
5283;1726;1064
5284;1726;1064
5285;1726;1064
5286;1726;1064
5287;1726;1064
5288;1726;1064
5289;1726;1064
5290;1726;1064
5291;1726;1064
5292;1726;1064
5293;1726;1064
5294;1726;1064
5295;1726;1064
5296;1726;1064
5297;1726;1064
5298;1726;1064
5299;1726;1064
5300;1726;1064
5301;1726;1064
5302;1726;1064
5303;1726;1064
5304;1726;1064
5305;1726;1064
5306;1726;1064
5307;1726;1064
5308;1726;1064
5309;1726;1064
5310;1726;1064
5311;1726;1064
5312;1726;1064
5313;1726;1064
5314;1726;1064
5315;1726;1064
5316;1726;1064
5317;1726;1064
5318;1726;1064
5319;1726;1064
5320;1726;1064
5321;1726;1064
5322;1726;1064
5323;1726;1064
5324;1726;1064
5325;1726;1064
5326;1726;1064
5327;1726;1064
5328;1726;1064
5329;1726;1064
5330;1726;1064
5331;1726;1064
5332;1726;1064
5333;1726;1064
5334;1726;1064
5335;1726;1064
5336;1726;1064
5337;1726;1064
5338;1726;1064
5339;1726;1064
5340;1726;1064
5341;1726;1065
5342;1726;1064
5343;1726;1064
5344;1726;1064
5345;1726;1064
5346;1726;1064
5347;1726;1064
5348;1726;1064
5349;1726;1064
5350;1726;1064
5351;1726;1064
5352;1726;1064
5353;1726;1064
5354;1726;1064
5355;1726;1065
5356;1726;1065
5357;1726;1065
5358;1726;1065
5359;1726;1065
5360;1726;1065
5361;1726;1065
5362;1726;1065
5363;1726;1065
5364;1726;1065
5365;1726;1065
5366;1726;1065
5367;1726;1065
5368;1726;1065
5369;1726;1065
5370;1726;1065
5371;1726;1065
5372;1726;1065
5373;1726;1065
5374;1726;1065
5375;1726;1065
5376;1726;1065
5377;1726;1065
5378;1726;1065
5379;1726;1065
5380;1726;1065
5381;1726;1065
5382;1726;1065
5383;1725;1065
5384;1725;1065
5385;1726;1065
5386;1726;1065
5387;1726;1065
5388;1727;1066
5389;1727;1066
5390;1727;1066
5391;1727;1066
5392;1727;1066
5393;1727;1066
5394;1727;1066
5395;1727;1066
5396;1727;1066
5397;1727;1066
5398;1727;1066
5399;1727;1066
5400;1727;1066
5401;1727;1066
5402;1727;1066
5403;1727;1066
5404;1727;1066
5405;1727;1066
5406;1727;1066
5407;1727;1066
5408;1727;1066
5409;1727;1066
5410;1727;1066
5411;1727;1066
5412;1727;1066
5413;1727;1066
5414;1727;1066
5415;1727;1066
5416;1727;1066
5417;1727;1066
5418;1727;1066
5419;1727;1066
5420;1727;1066
5421;1727;1066
5422;1727;1066
5423;1727;1066
5424;1727;1066
5425;1727;1066
5426;1727;1066
5427;1727;1066
5428;1727;1066
5429;1727;1066
5430;1727;1066
5431;1727;1066
5432;1727;1066
5433;1727;1066
5434;1727;1066
5435;1727;1066
5436;1727;1066
5437;1727;1066
5438;1727;1066
5439;1727;1066
5440;1727;1066
5441;1727;1066
5442;1727;1066
5443;1727;1066
5444;1727;1066
5445;1727;1066
5446;1727;1066
5447;1727;1066
5448;1727;1066
5449;1727;1066
5450;1727;1066
5451;1727;1066
5452;1727;1066
5453;1727;1066
5454;1727;1066
5455;1727;1066
5456;1727;1066
5457;1727;1066
5458;1727;1066
5459;1727;1066
5460;1727;1066
5461;1727;1066
5462;1727;1066
5463;1727;1067
5464;1727;1067
5465;1727;1067
5466;1727;1067
5467;1727;1067
5468;1727;1067
5469;1727;1067
5470;1727;1067
5471;1727;1067
5472;1727;1067
5473;1727;1067
5474;1727;1067
5475;1727;1067
5476;1727;1067
5477;1727;1067
5478;1727;1067
5479;1727;1067
5480;1727;1067
5481;1727;1067
5482;1727;1067
5483;1727;1067
5484;1727;1067
5485;1727;1067
5486;1727;1067
5487;1727;1067
5488;1727;1067
5489;1727;1067
5490;1727;1067
5491;1727;1067
5492;1727;1067
5493;1727;1067
5494;1727;1067
5495;1727;1067
5496;1727;1067
5497;1727;1067
5498;1727;1067
5499;1727;1067
5500;1727;1067
5501;1727;1067
5502;1727;1067
5503;1727;1067
5504;1727;1067
5505;1727;1067
5506;1727;1067
5507;1727;1067
5508;1727;1067
5509;1727;1067
5510;1727;1067
5511;1727;1067
5512;1727;1067
5513;1727;1067
5514;1727;1067
5515;1727;1067
5516;1727;1067
5517;1727;1067
5518;1727;1067
5519;1727;1067
5520;1727;1067
5521;1727;1067
5522;1727;1067
5523;1727;1067
5524;1727;1067
5525;1727;1067
5526;1727;1067
5527;1727;1067
5528;1727;1067
5529;1727;1067
5530;1727;1067
5531;1727;1067
5532;1727;1067
5533;1727;1067
5534;1727;1067
5535;1727;1067
5536;1727;1067
5537;1727;1067
5538;1727;1067
5539;1727;1067
5540;1727;1067
5541;1727;1067
5542;1727;1067
5543;1727;1067
5544;1727;1067
5545;1727;1067
5546;1727;1067
5547;1727;1067
5548;1727;1067
5549;1727;1067
5550;1727;1067
5551;1727;1067
5552;1727;1067
5553;1727;1067
5554;1727;1067
5555;1727;1067
5556;1727;1067
5557;1727;1067
5558;1727;1067
5559;1728;1067
5560;1727;1067
5561;1727;1067
5562;1727;1067
5563;1727;1067
5564;1727;1067
5565;1727;1067
5566;1727;1067
5567;1727;1067
5568;1727;1067
5569;1727;1067
5570;1727;1067
5571;1727;1067
5572;1727;1067
5573;1727;1067
5574;1727;1067
5575;1727;1067
5576;1728;1067
5577;1728;1067
5578;1728;1067
5579;1728;1068
5580;1728;1068
5581;1728;1068
5582;1729;1069
5583;1729;1069
5584;1730;1070
5585;1730;1070
5586;1731;1071
5587;1731;1071
5588;1731;1072
5589;1732;1072
5590;1732;1073
5591;1733;1073
5592;1733;1074
5593;1733;1074
5594;1733;1074
5595;1733;1074
5596;1733;1074
5597;1733;1074
5598;1733;1074
5599;1733;1074
5600;1733;1074
5601;1733;1074
5602;1733;1074
5603;1733;1074
5604;1733;1074
5605;1733;1074
5606;1733;1074
5607;1733;1074
5608;1733;1074
5609;1733;1074
5610;1733;1074
5611;1733;1074
5612;1733;1074
5613;1734;1075
5614;1734;1075
5615;1734;1075
5616;1734;1075
5617;1734;1075
5618;1734;1076
5619;1734;1076
5620;1735;1076
5621;1735;1076
5622;1735;1077
5623;1735;1077
5624;1735;1077
5625;1735;1077
5626;1735;1078
5627;1735;1078
5628;1735;1078
5629;1735;1078
5630;1736;1078
5631;1736;1078
5632;1736;1079
5633;1736;1079
5634;1736;1079
5635;1736;1079
5636;1736;1079
5637;1736;1079
5638;1737;1080
5639;1737;1080
5640;1738;1081
5641;1739;1082
5642;1739;1083
5643;1739;1083
5644;1740;1083
5645;1741;1084
5646;1742;1085
5647;1742;1086
5648;1743;1086
5649;1742;1086
5650;1742;1086
5651;1742;1086
5652;1742;1086
5653;1743;1087
5654;1743;1087
5655;1743;1087
5656;1743;1087
5657;1743;1087
5658;1743;1087
5659;1743;1087
5660;1743;1087
5661;1743;1087
5662;1743;1087
5663;1743;1087
5664;1743;1087
5665;1743;1087
5666;1743;1088
5667;1744;1088
5668;1744;1088
5669;1744;1088
5670;1744;1088
5671;1744;1088
5672;1744;1088
5673;1744;1088
5674;1744;1088
5675;1744;1088
5676;1744;1088
5677;1744;1088
5678;1744;1088
5679;1744;1088
5680;1744;1088
5681;1744;1089
5682;1745;1089
5683;1745;1089
5684;1745;1089
5685;1745;1089
5686;1745;1089
5687;1745;1089
5688;1745;1089
5689;1745;1090
5690;1745;1090
5691;1745;1090
5692;1745;1090
5693;1745;1090
5694;1745;1090
5695;1746;1090
5696;1746;1090
5697;1746;1090
5698;1746;1090
5699;1746;1090
5700;1746;1091
5701;1746;1091
5702;1746;1091
5703;1746;1091
5704;1746;1091
5705;1746;1091
5706;1746;1091
5707;1746;1091
5708;1746;1091
5709;1746;1091
5710;1746;1091
5711;1746;1091
5712;1746;1091
5713;1746;1091
5714;1747;1091
5715;1746;1091
5716;1746;1091
5717;1746;1091
5718;1746;1091
5719;1746;1091
5720;1746;1091
5721;1746;1091
5722;1746;1091
5723;1746;1091
5724;1746;1091
5725;1746;1091
5726;1746;1091
5727;1746;1091
5728;1746;1091
5729;1746;1091
5730;1746;1091
5731;1746;1091
5732;1746;1091
5733;1746;1091
5734;1746;1091
5735;1746;1091
5736;1746;1091
5737;1747;1092
5738;1747;1092
5739;1747;1092
5740;1747;1092
5741;1747;1092
5742;1747;1093
5743;1747;1093
5744;1747;1093
5745;1748;1093
5746;1748;1093
5747;1748;1093
5748;1748;1093
5749;1748;1093
5750;1748;1093
5751;1748;1093
5752;1749;1094
5753;1749;1094
5754;1749;1094
5755;1749;1094
5756;1749;1094
5757;1749;1094
5758;1749;1094
5759;1749;1094
5760;1749;1094
5761;1749;1094
5762;1749;1094
5763;1749;1094
5764;1749;1094
5765;1749;1094
5766;1749;1094
5767;1749;1094
5768;1749;1094
5769;1749;1094
5770;1749;1094
5771;1749;1094
5772;1749;1094
5773;1749;1094
5774;1749;1094
5775;1749;1095
5776;1749;1095
5777;1749;1095
5778;1749;1096
5779;1749;1096
5780;1749;1096
5781;1749;1096
5782;1749;1096
5783;1749;1096
5784;1749;1096
5785;1749;1096
5786;1749;1096
5787;1749;1096
5788;1749;1096
5789;1749;1096
5790;1749;1096
5791;1749;1096
5792;1749;1096
5793;1749;1096
5794;1749;1096
5795;1749;1096
5796;1749;1096
5797;1749;1096
5798;1749;1096
5799;1749;1096
5800;1749;1096
5801;1749;1096
5802;1749;1096
5803;1749;1096
5804;1749;1096
5805;1749;1096
5806;1749;1096
5807;1749;1096
5808;1749;1096
5809;1749;1096
5810;1749;1096
5811;1749;1096
5812;1749;1096
5813;1749;1096
5814;1749;1096
5815;1749;1096
5816;1749;1096
5817;1749;1096
5818;1749;1096
5819;1749;1096
5820;1749;1096
5821;1749;1096
5822;1749;1096
5823;1749;1096
5824;1749;1096
5825;1749;1096
5826;1749;1096
5827;1749;1096
5828;1749;1096
5829;1749;1096
5830;1749;1096
5831;1749;1096
5832;1749;1096
5833;1749;1096
5834;1749;1096
5835;1749;1096
5836;1749;1096
5837;1749;1096
5838;1749;1096
5839;1749;1096
5840;1749;1096
5841;1749;1096
5842;1749;1096
5843;1749;1096
5844;1749;1096
5845;1749;1096
5846;1749;1096
5847;1749;1096
5848;1749;1096
5849;1749;1096
5850;1749;1096
5851;1749;1096
5852;1749;1096
5853;1749;1096
5854;1749;1096
5855;1749;1096
5856;1749;1096
5857;1749;1096
5858;1749;1096
5859;1749;1096
5860;1749;1096
5861;1749;1096
5862;1749;1096
5863;1749;1096
5864;1749;1096
5865;1749;1096
5866;1749;1096
5867;1749;1096
5868;1749;1096
5869;1749;1096
5870;1749;1096
5871;1749;1096
5872;1749;1096
5873;1749;1096
5874;1749;1096
5875;1749;1096
5876;1749;1096
5877;1749;1096
5878;1749;1096
5879;1749;1096
5880;1749;1096
5881;1749;1096
5882;1749;1096
5883;1749;1096
5884;1749;1096
5885;1749;1096
5886;1749;1096
5887;1749;1096
5888;1749;1096
5889;1749;1096
5890;1749;1096
5891;1749;1096
5892;1749;1096
5893;1749;1096
5894;1749;1096
5895;1749;1096
5896;1749;1096
5897;1749;1096
5898;1749;1096
5899;1749;1096
5900;1749;1096
5901;1749;1096
5902;1749;1096
5903;1749;1096
5904;1749;1096
5905;1749;1096
5906;1749;1096
5907;1749;1096
5908;1749;1096
5909;1749;1096
5910;1749;1096
5911;1749;1096
5912;1749;1096
5913;1749;1096
5914;1749;1096
5915;1749;1096
5916;1749;1096
5917;1749;1096
5918;1749;1096
5919;1749;1096
5920;1749;1096
5921;1749;1096
5922;1749;1096
5923;1749;1096
5924;1749;1096
5925;1749;1096
5926;1749;1096
5927;1749;1096
5928;1749;1096
5929;1749;1096
5930;1749;1096
5931;1749;1096
5932;1749;1096
5933;1749;1096
5934;1749;1096
5935;1749;1096
5936;1749;1096
5937;1749;1096
5938;1749;1096
5939;1749;1096
5940;1749;1096
5941;1749;1096
5942;1749;1096
5943;1749;1096
5944;1749;1096
5945;1749;1096
5946;1749;1096
5947;1749;1096
5948;1749;1096
5949;1749;1096
5950;1749;1096
5951;1749;1096
5952;1749;1096
5953;1749;1096
5954;1749;1096
5955;1749;1096
5956;1749;1096
5957;1749;1096
5958;1749;1096
5959;1749;1096
5960;1749;1096
5961;1749;1096
5962;1749;1096
5963;1749;1096
5964;1749;1096
5965;1749;1096
5966;1749;1096
5967;1749;1096
5968;1749;1096
5969;1749;1096
5970;1749;1096
5971;1749;1096
5972;1749;1096
5973;1749;1096
5974;1749;1096
5975;1749;1096
5976;1749;1096
5977;1749;1096
5978;1749;1096
5979;1749;1096
5980;1749;1096
5981;1749;1096
5982;1749;1096
5983;1749;1096
5984;1749;1096
5985;1749;1096
5986;1749;1096
5987;1749;1096
5988;1749;1096
5989;1749;1096
5990;1749;1096
5991;1749;1096
5992;1749;1096
5993;1749;1096
5994;1749;1096
5995;1749;1096
5996;1749;1096
5997;1749;1096
5998;1749;1096
5999;1749;1096
6000;1749;1096
6001;1749;1096
6002;1749;1096
6003;1749;1096
6004;1749;1096
6005;1749;1096
6006;1749;1096
6007;1749;1096
6008;1749;1096
6009;1749;1096
6010;1749;1096
6011;1749;1096
6012;1749;1096
6013;1749;1096
6014;1749;1096
6015;1749;1096
6016;1749;1096
6017;1749;1096
6018;1749;1096
6019;1749;1096
6020;1749;1096
6021;1749;1096
6022;1749;1096
6023;1749;1096
6024;1749;1096
6025;1749;1096
6026;1749;1096
6027;1749;1096
6028;1749;1096
6029;1749;1096
6030;1749;1096
6031;1749;1096
6032;1749;1096
6033;1749;1096
6034;1749;1096
6035;1749;1096
6036;1749;1096
6037;1749;1096
6038;1749;1096
6039;1749;1096
6040;1749;1096
6041;1749;1096
6042;1749;1096
6043;1749;1096
6044;1749;1096
6045;1749;1096
6046;1749;1096
6047;1749;1096
6048;1749;1096
6049;1749;1096
6050;1749;1096
6051;1749;1096
6052;1749;1096
6053;1749;1096
6054;1749;1096
6055;1749;1096
6056;1749;1096
6057;1749;1096
6058;1749;1096
6059;1749;1096
6060;1749;1096
6061;1749;1096
6062;1749;1096
6063;1749;1096
6064;1749;1096
6065;1749;1096
6066;1749;1096
6067;1749;1096
6068;1749;1096
6069;1749;1096
6070;1749;1096
6071;1749;1096
6072;1749;1096
6073;1749;1096
6074;1749;1096
6075;1749;1096
6076;1749;1096
6077;1749;1096
6078;1749;1096
6079;1749;1096
6080;1749;1096
6081;1749;1096
6082;1749;1096
6083;1749;1096
6084;1749;1096
6085;1749;1096
6086;1749;1096
6087;1749;1096
6088;1749;1096
6089;1749;1096
6090;1749;1096
6091;1749;1096
6092;1749;1096
6093;1749;1096
6094;1749;1096
6095;1749;1096
6096;1749;1096
6097;1749;1096
6098;1749;1096
6099;1749;1096
6100;1749;1096
6101;1749;1096
6102;1749;1096
6103;1749;1096
6104;1749;1096
6105;1749;1096
6106;1749;1096
6107;1749;1096
6108;1749;1096
6109;1749;1096
6110;1749;1096
6111;1749;1096
6112;1749;1096
6113;1749;1096
6114;1749;1096
6115;1749;1096
6116;1749;1096
6117;1749;1096
6118;1749;1096
6119;1749;1096
6120;1749;1096
6121;1749;1096
6122;1749;1096
6123;1749;1096
6124;1749;1096
6125;1749;1096
6126;1749;1096
6127;1749;1096
6128;1749;1096
6129;1749;1096
6130;1749;1096
6131;1749;1096
6132;1749;1096
6133;1749;1096
6134;1749;1096
6135;1749;1096
6136;1749;1096
6137;1749;1096
6138;1749;1096
6139;1749;1096
6140;1749;1096
6141;1749;1096
6142;1749;1096
6143;1749;1096
6144;1749;1096
6145;1749;1096
6146;1749;1096
6147;1749;1096
6148;1749;1096
6149;1749;1096
6150;1749;1096
6151;1749;1096
6152;1749;1096
6153;1749;1096
6154;1749;1096
6155;1749;1096
6156;1749;1096
6157;1749;1096
6158;1749;1096
6159;1749;1096
6160;1749;1096
6161;1749;1096
6162;1749;1096
6163;1749;1096
6164;1749;1096
6165;1749;1096
6166;1749;1096
6167;1749;1096
6168;1749;1096
6169;1749;1096
6170;1749;1096
6171;1749;1096
6172;1749;1096
6173;1749;1096
6174;1749;1096
6175;1749;1096
6176;1749;1096
6177;1749;1096
6178;1749;1096
6179;1749;1096
6180;1749;1096
6181;1749;1096
6182;1749;1096
6183;1749;1096
6184;1749;1096
6185;1749;1096
6186;1749;1096
6187;1749;1096
6188;1749;1096
6189;1749;1096
6190;1749;1096
6191;1749;1096
6192;1749;1096
6193;1749;1096
6194;1749;1096
6195;1749;1096
6196;1749;1096
6197;1749;1096
6198;1749;1096
6199;1749;1096
6200;1749;1096
6201;1749;1096
6202;1749;1096
6203;1749;1096
6204;1749;1096
6205;1749;1096
6206;1749;1096
6207;1749;1096
6208;1749;1096
6209;1749;1096
6210;1749;1096
6211;1749;1096
6212;1749;1096
6213;1749;1096
6214;1749;1096
6215;1749;1096
6216;1749;1096
6217;1749;1096
6218;1749;1096
6219;1749;1096
6220;1749;1096
6221;1749;1096
6222;1749;1096
6223;1749;1096
6224;1749;1096
6225;1749;1096
6226;1749;1096
6227;1749;1096
6228;1749;1096
6229;1749;1096
6230;1749;1096
6231;1749;1096
6232;1749;1096
6233;1749;1096
6234;1749;1096
6235;1749;1096
6236;1749;1096
6237;1749;1096
6238;1749;1096
6239;1749;1096
6240;1749;1096
6241;1749;1096
6242;1749;1096
6243;1749;1096
6244;1749;1096
6245;1749;1096
6246;1749;1096
6247;1749;1096
6248;1749;1096
6249;1749;1096
6250;1749;1096
6251;1749;1096
6252;1749;1096
6253;1749;1096
6254;1749;1096
6255;1749;1096
6256;1749;1096
6257;1749;1096
6258;1749;1096
6259;1749;1096
6260;1749;1096
6261;1749;1096
6262;1749;1096
6263;1749;1096
6264;1749;1096
6265;1749;1096
6266;1749;1096
6267;1749;1096
6268;1749;1096
6269;1749;1096
6270;1749;1096
6271;1749;1096
6272;1749;1096
6273;1749;1096
6274;1749;1096
6275;1749;1096
6276;1749;1096
6277;1749;1096
6278;1749;1096
6279;1749;1096
6280;1749;1096
6281;1749;1096
6282;1749;1096
6283;1749;1096
6284;1749;1096
6285;1749;1096
6286;1749;1096
6287;1749;1096
6288;1749;1096
6289;1749;1096
6290;1749;1096
6291;1749;1096
6292;1749;1096
6293;1749;1096
6294;1749;1096
6295;1749;1096
6296;1749;1096
6297;1749;1096
6298;1749;1096
6299;1749;1096
6300;1749;1096
6301;1749;1096
6302;1749;1096
6303;1749;1096
6304;1749;1096
6305;1749;1096
6306;1749;1096
6307;1749;1096
6308;1749;1096
6309;1749;1096
6310;1749;1096
6311;1749;1096
6312;1749;1096
6313;1749;1096
6314;1749;1096
6315;1749;1096
6316;1749;1096
6317;1749;1096
6318;1749;1096
6319;1749;1096
6320;1749;1096
6321;1749;1096
6322;1749;1096
6323;1749;1096
6324;1749;1096
6325;1749;1096
6326;1749;1096
6327;1749;1096
6328;1749;1096
6329;1749;1096
6330;1749;1096
6331;1749;1096
6332;1749;1096
6333;1749;1096
6334;1749;1096
6335;1749;1096
6336;1749;1096
6337;1749;1096
6338;1749;1096
6339;1749;1096
6340;1749;1096
6341;1749;1096
6342;1749;1096
6343;1749;1096
6344;1749;1096
6345;1749;1096
6346;1749;1096
6347;1749;1096
6348;1749;1096
6349;1749;1096
6350;1749;1096
6351;1749;1096
6352;1749;1096
6353;1749;1096
6354;1749;1096
6355;1749;1096
6356;1749;1096
6357;1749;1096
6358;1749;1096
6359;1749;1096
6360;1749;1096
6361;1749;1096
